recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.8000000000,
0.1724137931,0.7142857143,
0.2068965517,0.7500000000,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.7500000000,
0.3448275862,0.7692307692,
0.3793103448,0.7857142857,
0.4137931034,0.7500000000,
0.4482758621,0.6842105263,
0.4827586207,0.7000000000,
0.5172413793,0.5769230769,
0.5517241379,0.5925925926,
0.5862068966,0.5483870968,
0.6206896552,0.5625000000,
0.6551724138,0.1919191919,
0.6896551724,0.1709401709,
0.7241379310,0.1346153846,
0.7586206897,0.1215469613,
0.7931034483,0.1223404255,
0.8275862069,0.0819112628,
0.8620689655,0.0549450549,
0.8965517241,0.0561555076,
0.9310344828,0.0567226891,
0.9655172414,0.0554455446,
1.0000000000,0.0507880911,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
