recall,precision,chance_precision
0.0344827586,0.3333333333,
0.0689655172,0.5000000000,
0.1034482759,0.3750000000,
0.1379310345,0.4444444444,
0.1724137931,0.2941176471,
0.2068965517,0.3333333333,
0.2413793103,0.2692307692,
0.2758620690,0.1777777778,
0.3103448276,0.1764705882,
0.3448275862,0.1886792453,
0.3793103448,0.1833333333,
0.4137931034,0.1818181818,
0.4482758621,0.1413043478,
0.4827586207,0.1505376344,
0.5172413793,0.1530612245,
0.5517241379,0.1568627451,
0.5862068966,0.1574074074,
0.6206896552,0.1651376147,
0.6551724138,0.1666666667,
0.6896551724,0.1666666667,
0.7241379310,0.1707317073,
0.7586206897,0.1617647059,
0.7931034483,0.1523178808,
0.8275862069,0.1411764706,
0.8620689655,0.1428571429,
0.8965517241,0.1306532663,
0.9310344828,0.1250000000,
0.9655172414,0.1111111111,
1.0000000000,0.0947712418,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
