recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.6666666667,
0.1724137931,0.6250000000,
0.2068965517,0.6666666667,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.7500000000,
0.3448275862,0.5555555556,
0.3793103448,0.5500000000,
0.4137931034,0.5714285714,
0.4482758621,0.5416666667,
0.4827586207,0.3783783784,
0.5172413793,0.3846153846,
0.5517241379,0.3902439024,
0.5862068966,0.4047619048,
0.6206896552,0.4186046512,
0.6551724138,0.4222222222,
0.6896551724,0.4347826087,
0.7241379310,0.4038461538,
0.7586206897,0.3098591549,
0.7931034483,0.2674418605,
0.8275862069,0.2758620690,
0.8620689655,0.2293577982,
0.8965517241,0.1925925926,
0.9310344828,0.1451612903,
0.9655172414,0.1133603239,
1.0000000000,0.0641592920,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
